Canal,Treatment,Transect,Substrate,Bottle,Event,Date,Biomass_per_Area,TSS.mgmL,Ext.Coeff,PAR.30da,AQI.30da,PM.30da,SpC.uS.cm.,pH,Temp.30da,o.Phosphate.ug.L.PW,Ammonium.mg.L.PW,Fluoride.ppb.PW,Nitrite.ppb.PW,Bromide.ppb.PW,Nitrate.ppb.PW,TDC.mg.L.PW,DOC.mg.L.PW,TDN.ug.L.PW,o.Phosphate.ug.L.SW,Ammonium.mg.L.SW,Fluoride.ppb.SW,Nitrite.ppb.SW,Bromide.ppb.SW,Nitrate.ppb.SW,TDC.mg.L.SW,DOC.mg.L.SW,TDN.ug.L.SW,Flow.cms.30da,Sed.Bulk.Density.g.mL.,Sed.PercentOM,Sed.pH,GPP.mg.per.g.per.hr,CR.mg.per.g.per.hr,WinklerTotalSed.g,WinklerSedOM.g,WinklerSedPerOM
A,T,10,Plant,146B,2,7/6/2021,26.1360844,0.006911765,0.0278,705.6437839,49.3,4.147666667,360,8.06,20.73907909,33.322,0.072834397,110.1917808,5,5,219.0227273,3.533294355,2.501174897,297.6507937,NA,0.045533306,276.0410959,48.83870968,40.33333333,215.3181818,25.52705775,15.06383604,518.047619,3.67690166,1.5412,2.91,6.66,1.201630636,1.391826121,NA,NA,NA
A,T,10,Plant,146C,2,7/6/2021,26.1360844,0.006911765,0.0278,705.6437839,49.3,4.147666667,360,8.06,20.73907909,33.322,0.072834397,110.1917808,5,5,219.0227273,3.533294355,2.501174897,297.6507937,NA,0.045533306,276.0410959,48.83870968,40.33333333,215.3181818,25.52705775,15.06383604,518.047619,3.67690166,1.5412,2.91,6.66,0.908635217,1.544126392,NA,NA,NA
A,T,10,Plant,30A,1,6/7/2021,7.886804789,0.014320988,0.0363,667.4362493,47.66666667,2.396333333,266.4,8.34,16.84590408,NA,0.006941933,106.1369863,5,5,NA,2.610228676,1.815002774,192.9206349,7.181,0.008237761,224.0547945,5,37.11111111,62.90909091,22.68648087,13.53483894,279,2.467245015,1.9292,0.84,7.25,1.011863158,2.101186245,NA,NA,NA
A,T,10,Plant,30B,1,6/7/2021,7.886804789,0.014320988,0.0363,667.4362493,47.66666667,2.396333333,266.4,8.34,16.84590408,NA,0.006941933,106.1369863,5,5,NA,2.610228676,1.815002774,192.9206349,7.181,0.008237761,224.0547945,5,37.11111111,62.90909091,22.68648087,13.53483894,279,2.467245015,1.9292,0.84,7.25,2.881207388,4.18846077,NA,NA,NA
A,T,10,Plant,30C,1,6/7/2021,7.886804789,0.014320988,0.0363,667.4362493,47.66666667,2.396333333,266.4,8.34,16.84590408,NA,0.006941933,106.1369863,5,5,NA,2.610228676,1.815002774,192.9206349,7.181,0.008237761,224.0547945,5,37.11111111,62.90909091,22.68648087,13.53483894,279,2.467245015,1.9292,0.84,7.25,0,1.905619546,NA,NA,NA
A,T,10,Sed,144A,2,7/6/2021,26.1360844,0.006911765,0.0278,705.6437839,49.3,4.147666667,360,8.06,20.73907909,33.322,0.072834397,110.1917808,5,5,219.0227273,3.533294355,2.501174897,297.6507937,NA,0.045533306,276.0410959,48.83870968,40.33333333,215.3181818,25.52705775,15.06383604,518.047619,3.67690166,1.5412,2.91,6.66,NA,0.779167542,34.2,0.91,2.660818713
A,T,10,Sed,144B,2,7/6/2021,26.1360844,0.006911765,0.0278,705.6437839,49.3,4.147666667,360,8.06,20.73907909,33.322,0.072834397,110.1917808,5,5,219.0227273,3.533294355,2.501174897,297.6507937,NA,0.045533306,276.0410959,48.83870968,40.33333333,215.3181818,25.52705775,15.06383604,518.047619,3.67690166,1.5412,2.91,6.66,NA,0.793385905,36.12,1.02,2.823920266
A,T,10,Sed,144C,2,7/6/2021,26.1360844,0.006911765,0.0278,705.6437839,49.3,4.147666667,360,8.06,20.73907909,33.322,0.072834397,110.1917808,5,5,219.0227273,3.533294355,2.501174897,297.6507937,NA,0.045533306,276.0410959,48.83870968,40.33333333,215.3181818,25.52705775,15.06383604,518.047619,3.67690166,1.5412,2.91,6.66,NA,0.752380634,33.35,0.9,2.698650675
A,T,10,Sed,62A,1,6/7/2021,7.886804789,0.014320988,0.0363,667.4362493,47.66666667,2.396333333,266.4,8.34,16.84590408,NA,0.006941933,106.1369863,5,5,NA,2.610228676,1.815002774,192.9206349,7.181,0.008237761,224.0547945,5,37.11111111,62.90909091,22.68648087,13.53483894,279,2.467245015,1.9292,0.84,7.25,NA,0.518279561,62.69,0.46,0.733769341
A,T,10,Sed,62B,1,6/7/2021,7.886804789,0.014320988,0.0363,667.4362493,47.66666667,2.396333333,266.4,8.34,16.84590408,NA,0.006941933,106.1369863,5,5,NA,2.610228676,1.815002774,192.9206349,7.181,0.008237761,224.0547945,5,37.11111111,62.90909091,22.68648087,13.53483894,279,2.467245015,1.9292,0.84,7.25,NA,0.603581981,59.2,0.44,0.743243243
A,T,10,Sed,62C,1,6/7/2021,7.886804789,0.014320988,0.0363,667.4362493,47.66666667,2.396333333,266.4,8.34,16.84590408,NA,0.006941933,106.1369863,5,5,NA,2.610228676,1.815002774,192.9206349,7.181,0.008237761,224.0547945,5,37.11111111,62.90909091,22.68648087,13.53483894,279,2.467245015,1.9292,0.84,7.25,NA,0.548217105,64.78,0.48,0.740969435
A,T,10,NA,NA,3,8/10/2021,0,0.057808219,0.0455,630.4937558,77.63333333,46.69633333,380.4,8.03,23.81792718,31.2085,0.050344035,98.34931509,5,5,238.1818182,NA,NA,NA,22.205,0.027995269,362,5,44.77777778,83.09090909,27.15604496,16.43454848,415.1904762,4.491551738,NA,NA,NA,NA,NA,NA,NA,NA
A,T,11,Plant,88A,1,6/7/2021,10.01484937,0.014320988,0.0363,667.4362493,47.66666667,2.396333333,266.4,8.34,16.84590408,NA,0.006941933,106.1369863,5,5,NA,2.610228676,1.815002774,192.9206349,7.181,0.008237761,224.0547945,5,37.11111111,62.90909091,22.68648087,13.53483894,279,2.467245015,NA,NA,NA,0,NA,NA,NA,NA
A,T,11,Plant,88B,1,6/7/2021,10.01484937,0.014320988,0.0363,667.4362493,47.66666667,2.396333333,266.4,8.34,16.84590408,NA,0.006941933,106.1369863,5,5,NA,2.610228676,1.815002774,192.9206349,7.181,0.008237761,224.0547945,5,37.11111111,62.90909091,22.68648087,13.53483894,279,2.467245015,NA,NA,NA,0,3.596193639,NA,NA,NA
A,T,11,Plant,88C,1,6/7/2021,10.01484937,0.014320988,0.0363,667.4362493,47.66666667,2.396333333,266.4,8.34,16.84590408,NA,0.006941933,106.1369863,5,5,NA,2.610228676,1.815002774,192.9206349,7.181,0.008237761,224.0547945,5,37.11111111,62.90909091,22.68648087,13.53483894,279,2.467245015,NA,NA,NA,2.607598864,4.376968816,NA,NA,NA
A,T,11,NA,NA,3,8/10/2021,0,0.057808219,0.0455,630.4937558,77.63333333,46.69633333,380.4,8.03,23.81792718,31.2085,0.050344035,98.34931509,5,5,238.1818182,NA,NA,NA,22.205,0.027995269,362,5,44.77777778,83.09090909,27.15604496,16.43454848,415.1904762,4.491551738,NA,NA,NA,NA,NA,NA,NA,NA
A,T,12,NA,NA,1,6/7/2021,9.524124412,0.014320988,0.0363,667.4362493,47.66666667,2.396333333,266.4,8.34,16.84590408,NA,0.006941933,106.1369863,5,5,NA,2.610228676,1.815002774,192.9206349,7.181,0.008237761,224.0547945,5,37.11111111,62.90909091,22.68648087,13.53483894,279,2.467245015,NA,NA,NA,NA,NA,NA,NA,NA
A,T,12,NA,NA,2,7/6/2021,4.825782851,0.006911765,0.0278,705.6437839,49.3,4.147666667,360,8.06,20.73907909,33.322,0.072834397,110.1917808,5,5,219.0227273,3.533294355,2.501174897,297.6507937,NA,0.045533306,276.0410959,48.83870968,40.33333333,215.3181818,25.52705775,15.06383604,518.047619,3.67690166,NA,NA,NA,NA,NA,NA,NA,NA
A,T,13,NA,NA,1,6/7/2021,11.01544824,0.014320988,0.0363,667.4362493,47.66666667,2.396333333,266.4,8.34,16.84590408,NA,0.006941933,106.1369863,5,5,NA,2.610228676,1.815002774,192.9206349,7.181,0.008237761,224.0547945,5,37.11111111,62.90909091,22.68648087,13.53483894,279,2.467245015,NA,NA,NA,NA,NA,NA,NA,NA
A,T,13,NA,NA,3,8/10/2021,0,0.057808219,0.0455,630.4937558,77.63333333,46.69633333,380.4,8.03,23.81792718,31.2085,0.050344035,98.34931509,5,5,238.1818182,NA,NA,NA,22.205,0.027995269,362,5,44.77777778,83.09090909,27.15604496,16.43454848,415.1904762,4.491551738,NA,NA,NA,NA,NA,NA,NA,NA
A,T,13,NA,NA,2,7/6/2021,3.978403785,0.006911765,0.0278,705.6437839,49.3,4.147666667,360,8.06,20.73907909,33.322,0.072834397,110.1917808,5,5,219.0227273,3.533294355,2.501174897,297.6507937,NA,0.045533306,276.0410959,48.83870968,40.33333333,215.3181818,25.52705775,15.06383604,518.047619,3.67690166,NA,NA,NA,NA,NA,NA,NA,NA
A,T,14,NA,NA,1,6/7/2021,7.449122739,0.014320988,0.0363,667.4362493,47.66666667,2.396333333,266.4,8.34,16.84590408,NA,0.006941933,106.1369863,5,5,NA,2.610228676,1.815002774,192.9206349,7.181,0.008237761,224.0547945,5,37.11111111,62.90909091,22.68648087,13.53483894,279,2.467245015,NA,NA,NA,NA,NA,NA,NA,NA
A,T,15,NA,NA,2,7/6/2021,16.46179494,0.006911765,0.0278,705.6437839,49.3,4.147666667,360,8.06,20.73907909,33.322,0.072834397,110.1917808,5,5,219.0227273,3.533294355,2.501174897,297.6507937,NA,0.045533306,276.0410959,48.83870968,40.33333333,215.3181818,25.52705775,15.06383604,518.047619,3.67690166,NA,NA,NA,NA,NA,NA,NA,NA
A,T,15,NA,NA,1,6/7/2021,7.649203712,0.014320988,0.0363,667.4362493,47.66666667,2.396333333,266.4,8.34,16.84590408,NA,0.006941933,106.1369863,5,5,NA,2.610228676,1.815002774,192.9206349,7.181,0.008237761,224.0547945,5,37.11111111,62.90909091,22.68648087,13.53483894,279,2.467245015,NA,NA,NA,NA,NA,NA,NA,NA
A,T,15,NA,NA,3,8/10/2021,0,0.057808219,0.0455,630.4937558,77.63333333,46.69633333,380.4,8.03,23.81792718,31.2085,0.050344035,98.34931509,5,5,238.1818182,NA,NA,NA,22.205,0.027995269,362,5,44.77777778,83.09090909,27.15604496,16.43454848,415.1904762,4.491551738,NA,NA,NA,NA,NA,NA,NA,NA
UL,NA,1,Plant,114A,3,7/27/2021,13.34421184,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.7872,1.32,6.88,1.093339193,1.186003736,NA,NA,NA
UL,NA,1,Plant,114B,3,7/27/2021,13.34421184,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.7872,1.32,6.88,0.816670429,1.212852299,NA,NA,NA
UL,NA,1,Plant,114C,3,7/27/2021,13.34421184,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.7872,1.32,6.88,0.727358403,1.229926465,NA,NA,NA
UL,NA,1,Plant,41A,1,5/24/2021,6.767885258,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,NA,NA,NA,2.161544034,1.564639954,NA,NA,NA
UL,NA,1,Plant,41B,1,5/24/2021,6.767885258,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,NA,NA,NA,1.794489206,2.020676415,NA,NA,NA
UL,NA,1,Plant,41C,1,5/24/2021,6.767885258,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,NA,NA,NA,0,1.585896169,NA,NA,NA
UL,NA,1,Plant,54A,2,6/21/2021,21.91456845,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,1.8396,1.34,7.22,1.092483074,2.236714112,NA,NA,NA
UL,NA,1,Plant,54B,2,6/21/2021,21.91456845,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,1.8396,1.34,7.22,1.105500157,1.908187222,NA,NA,NA
UL,NA,1,Plant,54C,2,6/21/2021,21.91456845,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,1.8396,1.34,7.22,0.323126954,1.578201815,NA,NA,NA
UL,NA,1,Sed,103A,3,7/27/2021,13.34421184,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.7872,1.32,6.88,NA,1.572818858,56.39,0.71,1.259088491
UL,NA,1,Sed,103B,3,7/27/2021,13.34421184,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.7872,1.32,6.88,NA,NA,56.37,0.48,0.851516764
UL,NA,1,Sed,103C,3,7/27/2021,13.34421184,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.7872,1.32,6.88,NA,NA,57.36,0.49,0.854253835
UL,NA,1,Sed,72A,2,6/21/2021,21.91456845,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,1.8396,1.34,7.22,NA,1.59392674,47.29,0.39,0.824698668
UL,NA,1,Sed,72B,2,6/21/2021,21.91456845,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,1.8396,1.34,7.22,NA,0.680609566,51.37,0.58,1.129063656
UL,NA,1,Sed,72C,2,6/21/2021,21.91456845,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,1.8396,1.34,7.22,NA,0.937166815,54.46,0.59,1.083363937
UL,NA,2,Plant,119A,3,7/27/2021,17.06272152,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,2.03,0.97,7.63,0.455833766,0.975802906,NA,NA,NA
UL,NA,2,Plant,119B,3,7/27/2021,17.06272152,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,2.03,0.97,7.63,0.521991468,1.11802085,NA,NA,NA
UL,NA,2,Plant,119C,3,7/27/2021,17.06272152,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,2.03,0.97,7.63,0.333323041,0.978949351,NA,NA,NA
UL,NA,2,Plant,26A,2,6/21/2021,15.64616107,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,2.0352,1.01,7.63,2.395029344,NA,NA,NA,NA
UL,NA,2,Plant,26B,2,6/21/2021,15.64616107,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,2.0352,1.01,7.63,1.759159512,2.035917482,NA,NA,NA
UL,NA,2,Plant,26C,2,6/21/2021,15.64616107,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,2.0352,1.01,7.63,0.700398287,NA,NA,NA,NA
UL,NA,2,Plant,88A,1,5/24/2021,1.852465804,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.6618,1.75,7.16,2.637625348,0.327875444,NA,NA,NA
UL,NA,2,Plant,88B,1,5/24/2021,1.852465804,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.6618,1.75,7.16,2.791303127,2.240007051,NA,NA,NA
UL,NA,2,Plant,88C,1,5/24/2021,1.852465804,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.6618,1.75,7.16,1.053987851,0,NA,NA,NA
UL,NA,2,Sed,101A,3,7/27/2021,17.06272152,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,2.03,0.97,7.63,NA,1.206593552,51.25,0.43,0.83902439
UL,NA,2,Sed,101B,3,7/27/2021,17.06272152,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,2.03,0.97,7.63,NA,1.110494088,52.57,0.4,0.760890242
UL,NA,2,Sed,101C,3,7/27/2021,17.06272152,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,2.03,0.97,7.63,NA,1.225343172,50.2,0.44,0.876494024
UL,NA,2,Sed,32A,2,6/21/2021,15.64616107,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,2.0352,1.01,7.63,NA,0.790133333,42.52,0.45,1.058325494
UL,NA,2,Sed,32B,2,6/21/2021,15.64616107,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,2.0352,1.01,7.63,NA,0.511857143,54.96,0.74,1.34643377
UL,NA,2,Sed,32C,2,6/21/2021,15.64616107,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,2.0352,1.01,7.63,NA,1.052626591,46.87,0.56,1.194794111
UL,NA,2,Sed,83A,1,5/24/2021,1.852465804,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.6618,1.75,7.16,NA,0.796706924,49.67,0.58,1.167706865
UL,NA,2,Sed,83B,1,5/24/2021,1.852465804,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.6618,1.75,7.16,NA,0.658783382,49.12,0.68,1.384364821
UL,NA,2,Sed,83C,1,5/24/2021,1.852465804,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.6618,1.75,7.16,NA,1.180649904,43.48,0.66,1.517939282
UL,NA,3,Plant,150A,3,7/27/2021,15.27442205,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,NA,NA,NA,0.402423802,1.173841541,NA,NA,NA
UL,NA,3,Plant,150B,3,7/27/2021,15.27442205,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,NA,NA,NA,0.440218433,1.153135971,NA,NA,NA
UL,NA,3,Plant,150C,3,7/27/2021,15.27442205,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,NA,NA,NA,0.348600235,1.050307234,NA,NA,NA
UL,NA,3,Plant,44A,2,6/21/2021,17.91500565,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,1.5074,3.93,6.98,0,1.727922955,NA,NA,NA
UL,NA,3,Plant,44B,2,6/21/2021,17.91500565,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,1.5074,3.93,6.98,1.392366966,1.759702478,NA,NA,NA
UL,NA,3,Plant,44C,2,6/21/2021,17.91500565,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,1.5074,3.93,6.98,0,1.265265868,NA,NA,NA
UL,NA,3,Plant,63A,1,5/24/2021,5.369897431,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.6348,1.71,6.66,1.753697282,0.57208825,NA,NA,NA
UL,NA,3,Plant,63B,1,5/24/2021,5.369897431,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.6348,1.71,6.66,5.103103386,3.447071747,NA,NA,NA
UL,NA,3,Plant,63C,1,5/24/2021,5.369897431,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.6348,1.71,6.66,3.117730122,1.150557089,NA,NA,NA
UL,NA,3,Sed,39A,2,6/21/2021,17.91500565,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,1.5074,3.93,6.98,NA,NA,13.51,0.49,3.626943005
