Canal,Event,Treatment,Transect,Date,Biomass_per_Area,TSS.mgmL,Ext.Coeff,PAR.30da,AQI.30da,PM.30da,SpC.uS.cm.,pH,Temp.30da,o.Phosphate.ug.L.PW,Ammonium.mg.L.PW,Fluoride.ppb.PW,Nitrite.ppb.PW,Bromide.ppb.PW,Nitrate.ppb.PW,TDC.mg.L.PW,DOC.mg.L.PW,TDN.ug.L.PW,o.Phosphate.ug.L.SW,Ammonium.mg.L.SW,Fluoride.ppb.SW,Nitrite.ppb.SW,Bromide.ppb.SW,Nitrate.ppb.SW,TDC.mg.L.SW,DOC.mg.L.SW,TDN.ug.L.SW,Flow.cms.30da,Sed.Bulk.Density.g.mL.,Sed.PercentOM,Sed.pH,Curly.Leaf.Pondweed,Ditchgrass,Elodea,Filamentous.Algae,Nitella,Milfoil,SDI
UL,3,NA,10,7/27/2021,11.68795903,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.928,0.73,7.5,NA,NA,NA,NA,NA,NA,NA
DL,1,NA,1,6/1/2021,9.061307821,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DL,1,NA,2,6/1/2021,18.05556456,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,1.7478,1.79,7.2,0.396054945,14.45250873,2.365183793,0.841817092,0,0,0.671144919
DL,1,NA,3,6/1/2021,13.01158291,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,1.9242,0.42,7.68,NA,NA,NA,NA,NA,NA,NA
DL,1,NA,4,6/1/2021,7.63190401,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DL,1,NA,5,6/1/2021,11.58163621,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,1.411,7.55,6.83,NA,NA,NA,NA,NA,NA,NA
DL,1,NA,6,6/1/2021,6.326460045,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,1.7874,2.25,7.27,0.002521356,4.389917003,0.141455159,1.792566527,0,0,0.69899128
DL,1,NA,7,6/1/2021,13.81488579,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,1.8412,0.99,7.4,0.007206176,5.158685081,0.261984084,8.387010453,0,0,0.749957359
DL,1,NA,8,6/1/2021,4.142067372,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,1.7536,1.29,7.06,NA,NA,NA,NA,NA,NA,NA
DL,1,NA,9,6/1/2021,5.769490676,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,NA,NA,NA,0,5.049781118,0.308321763,0.411387794,0,0,0.461454244
DL,1,NA,10,6/1/2021,4.565544504,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,NA,NA,NA,0.016719335,3.045161371,0.258485942,1.245177856,0,0,0.807586293
DL,2,NA,1,6/29/2021,34.2233703,0.004313725,0.0279,708.0092736,48.36666667,2.967,325.2,7.93,20.62555768,7.63,0.348475903,135.890411,5,5,357.4545455,8.001234327,5.297509872,711.0634921,13.231,0.003552937,251.0410959,17.70967742,41.38888889,146.6363636,23.65932567,13.00776737,501.0634921,2.745228413,1.6422,1.36,7.7,NA,NA,NA,NA,NA,NA,NA
DL,2,NA,2,6/29/2021,19.72759432,0.004313725,0.0279,708.0092736,48.36666667,2.967,325.2,7.93,20.62555768,7.63,0.348475903,135.890411,5,5,357.4545455,8.001234327,5.297509872,711.0634921,13.231,0.003552937,251.0410959,17.70967742,41.38888889,146.6363636,23.65932567,13.00776737,501.0634921,2.745228413,1.8394,0.86,7.87,0.070112287,12.69032393,1.618592223,5.348565886,0,0,0.862864031
DL,2,NA,3,6/29/2021,18.08421304,0.004313725,0.0279,708.0092736,48.36666667,2.967,325.2,7.93,20.62555768,7.63,0.348475903,135.890411,5,5,357.4545455,8.001234327,5.297509872,711.0634921,13.231,0.003552937,251.0410959,17.70967742,41.38888889,146.6363636,23.65932567,13.00776737,501.0634921,2.745228413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DL,2,NA,4,6/29/2021,13.5898792,0.004313725,0.0279,708.0092736,48.36666667,2.967,325.2,7.93,20.62555768,7.63,0.348475903,135.890411,5,5,357.4545455,8.001234327,5.297509872,711.0634921,13.231,0.003552937,251.0410959,17.70967742,41.38888889,146.6363636,23.65932567,13.00776737,501.0634921,2.745228413,1.6812,0.87,6.96,NA,NA,NA,NA,NA,NA,NA
DL,2,NA,5,6/29/2021,16.64187884,0.004313725,0.0279,708.0092736,48.36666667,2.967,325.2,7.93,20.62555768,7.63,0.348475903,135.890411,5,5,357.4545455,8.001234327,5.297509872,711.0634921,13.231,0.003552937,251.0410959,17.70967742,41.38888889,146.6363636,23.65932567,13.00776737,501.0634921,2.745228413,NA,NA,NA,0.023985445,9.687918893,2.422035869,4.507938633,0,0,0.958681336
DL,2,NA,6,6/29/2021,24.40609245,0.004313725,0.0279,708.0092736,48.36666667,2.967,325.2,7.93,20.62555768,7.63,0.348475903,135.890411,5,5,357.4545455,8.001234327,5.297509872,711.0634921,13.231,0.003552937,251.0410959,17.70967742,41.38888889,146.6363636,23.65932567,13.00776737,501.0634921,2.745228413,1.6884,2.2,7.13,NA,NA,NA,NA,NA,NA,NA
DL,2,NA,7,6/29/2021,28.43588944,0.004313725,0.0279,708.0092736,48.36666667,2.967,325.2,7.93,20.62555768,7.63,0.348475903,135.890411,5,5,357.4545455,8.001234327,5.297509872,711.0634921,13.231,0.003552937,251.0410959,17.70967742,41.38888889,146.6363636,23.65932567,13.00776737,501.0634921,2.745228413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DL,2,NA,8,6/29/2021,19.58012732,0.004313725,0.0279,708.0092736,48.36666667,2.967,325.2,7.93,20.62555768,7.63,0.348475903,135.890411,5,5,357.4545455,8.001234327,5.297509872,711.0634921,13.231,0.003552937,251.0410959,17.70967742,41.38888889,146.6363636,23.65932567,13.00776737,501.0634921,2.745228413,1.707,1.01,7.59,NA,NA,NA,NA,NA,NA,NA
DL,2,NA,9,6/29/2021,19.32707733,0.004313725,0.0279,708.0092736,48.36666667,2.967,325.2,7.93,20.62555768,7.63,0.348475903,135.890411,5,5,357.4545455,8.001234327,5.297509872,711.0634921,13.231,0.003552937,251.0410959,17.70967742,41.38888889,146.6363636,23.65932567,13.00776737,501.0634921,2.745228413,1.672,1.6,7.08,NA,NA,NA,NA,NA,NA,NA
DL,2,NA,10,6/29/2021,13.76951535,0.004313725,0.0279,708.0092736,48.36666667,2.967,325.2,7.93,20.62555768,7.63,0.348475903,135.890411,5,5,357.4545455,8.001234327,5.297509872,711.0634921,13.231,0.003552937,251.0410959,17.70967742,41.38888889,146.6363636,23.65932567,13.00776737,501.0634921,2.745228413,NA,NA,NA,0.004718039,3.898156285,1.692555374,8.17408565,0,0,0.927235988
DL,3,NA,1,8/2/2021,3.230807752,0.10448,0.0637,638.3011101,71.86666667,34.35833333,387,8.2,24.28957546,10.08,0.708719158,148.2465753,5,5,183.6363636,10.47800948,7.002741425,1383.761905,19.733,NA,325.1232877,16.90322581,40.22222222,132.7272727,26.55837069,15.73287425,644.0793651,4.285000646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DL,3,NA,2,8/2/2021,2.239585424,0.10448,0.0637,638.3011101,71.86666667,34.35833333,387,8.2,24.28957546,10.08,0.708719158,148.2465753,5,5,183.6363636,10.47800948,7.002741425,1383.761905,19.733,NA,325.1232877,16.90322581,40.22222222,132.7272727,26.55837069,15.73287425,644.0793651,4.285000646,1.8016,0.84,7.92,NA,NA,NA,NA,NA,NA,NA
DL,3,NA,3,8/2/2021,10.84612121,0.10448,0.0637,638.3011101,71.86666667,34.35833333,387,8.2,24.28957546,10.08,0.708719158,148.2465753,5,5,183.6363636,10.47800948,7.002741425,1383.761905,19.733,NA,325.1232877,16.90322581,40.22222222,132.7272727,26.55837069,15.73287425,644.0793651,4.285000646,1.7826,1.01,7.96,NA,NA,NA,NA,NA,NA,NA
DL,3,NA,4,8/2/2021,5.106547317,0.10448,0.0637,638.3011101,71.86666667,34.35833333,387,8.2,24.28957546,10.08,0.708719158,148.2465753,5,5,183.6363636,10.47800948,7.002741425,1383.761905,19.733,NA,325.1232877,16.90322581,40.22222222,132.7272727,26.55837069,15.73287425,644.0793651,4.285000646,1.9134,0.41,7.51,NA,NA,NA,NA,NA,NA,NA
DL,3,NA,5,8/2/2021,11.23344145,0.10448,0.0637,638.3011101,71.86666667,34.35833333,387,8.2,24.28957546,10.08,0.708719158,148.2465753,5,5,183.6363636,10.47800948,7.002741425,1383.761905,19.733,NA,325.1232877,16.90322581,40.22222222,132.7272727,26.55837069,15.73287425,644.0793651,4.285000646,NA,NA,NA,0,2.713575345,7.367325161,0.962865742,0.189675203,0,0.899319516
DL,3,NA,6,8/2/2021,3.675065868,0.10448,0.0637,638.3011101,71.86666667,34.35833333,387,8.2,24.28957546,10.08,0.708719158,148.2465753,5,5,183.6363636,10.47800948,7.002741425,1383.761905,19.733,NA,325.1232877,16.90322581,40.22222222,132.7272727,26.55837069,15.73287425,644.0793651,4.285000646,1.6884,1.9,7.25,0,0.473482204,2.439940917,0.498837269,0.249137162,0.002251782,0.993989005
DL,3,NA,7,8/2/2021,6.721376168,0.10448,0.0637,638.3011101,71.86666667,34.35833333,387,8.2,24.28957546,10.08,0.708719158,148.2465753,5,5,183.6363636,10.47800948,7.002741425,1383.761905,19.733,NA,325.1232877,16.90322581,40.22222222,132.7272727,26.55837069,15.73287425,644.0793651,4.285000646,1.3632,4.66,6.92,0,2.993558324,2.725862328,0.972695941,0.029070702,0.000188873,1.029820659
DL,3,NA,9,8/2/2021,9.271407015,0.10448,0.0637,638.3011101,71.86666667,34.35833333,387,8.2,24.28957546,10.08,0.708719158,148.2465753,5,5,183.6363636,10.47800948,7.002741425,1383.761905,19.733,NA,325.1232877,16.90322581,40.22222222,132.7272727,26.55837069,15.73287425,644.0793651,4.285000646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DL,3,NA,10,8/2/2021,15.11987416,0.10448,0.0637,638.3011101,71.86666667,34.35833333,387,8.2,24.28957546,10.08,0.708719158,148.2465753,5,5,183.6363636,10.47800948,7.002741425,1383.761905,19.733,NA,325.1232877,16.90322581,40.22222222,132.7272727,26.55837069,15.73287425,644.0793651,4.285000646,1.2772,5.2,7.05,NA,NA,NA,NA,NA,NA,NA
